elzarki|434:0:145
consistency|278:0:14279;286:0:624;446:0:207;448:0:277;71:0:11;104:1:1304;134:1:343;156:1:491;428:1:686;93:1:488;94:1:261
rickard|8:2:314
20267|298:0:105823
20266|298:0:105820
20265|298:0:105817
regular|258:0:1526;262:0:60;269:0:64;370:0:337;402:0:385;411:0:2782;141:1:2753;162:1:37;178:1:951;183:1:52;303:1:435;343:1:80;364:1:877;414:1:511;81:1:135;8:2:324
20263|298:0:105811
20262|298:0:105808
20261|298:0:105805
20260|298:0:105802
4025460|30:1:348
image108|139:1:3428
image109|139:1:2852
20269|298:0:105829
20268|298:0:105826
reimbursement|409:1:2770
mitigate|219:1:892
doi|67:0:113
don|117:0:49;131:0:458;132:0:342;150:0:666;153:0:824;154:0:1119;258:0:852;284:0:186;300:0:71;307:0:308;357:0:74;363:0:285;367:0:1025;380:0:2263;435:0:85;446:0:853;46:0:356;482:0:406;55:0:2189;93:0:220;104:1:1159;11:1:621;126:1:3087;134:1:685;135:1:40;155:1:303;156:1:1709;162:1:252;190:1:2234;200:1:1613;253:1:3282;272:1:9633;296:1:26;303:1:204;313:1:405;315:1:3754;343:1:996;356:1:140;362:1:476;40:1:9;409:1:7395;416:1:299;429:1:91;463:1:488;468:1:991;484:1:161;491:1:950;82:1:1632;93:1:1706;94:1:236;97:1:178
doc|278:0:9331;309:0:7;399:0:40;239:1:270;271:1:119;272:1:11854
alarm|219:1:1962;278:1:159
dog|238:0:12;25:1:447
doe|219:1:2971;272:1:3038;76:1:140
principle|131:0:97;446:0:246;494:0:48;104:1:925;135:1:2;409:1:4175;412:1:142
dos|219:1:565;396:1:323
consumer|95:0:1076;98:0:191;219:1:84;338:1:287
dot|166:0:48;191:0:48;207:0:48;341:0:45;37:0:48;48:0:35;124:1:48;162:1:177;288:1:48;303:1:288;38:1:41;413:1:45;428:1:1011;434:1:48;59:1:45;96:1:48
1142|298:0:28784
planetary|297:0:564
1141|298:0:111052
1146|298:0:102776
1147|298:0:25016
1144|298:0:107262
1145|121:0:109;298:0:112273
23510|298:0:115556
23511|298:0:115559
23512|298:0:115562
1149|298:0:119404
23514|298:0:115568
23515|298:0:115571
23516|298:0:115574
syntax|131:0:198;154:0:176;157:0:42;254:0:423;278:0:16134;284:0:406;365:0:1514;422:0:1494;424:0:20;448:0:46;493:0:53;94:0:5;104:1:963;141:1:4112;149:1:254;156:1:1282;190:1:734;241:1:41;270:1:497;272:1:12672;278:1:52;350:1:147;491:1:2528;93:1:1279
waveforms|491:1:1703
1221|298:0:66348
explain|150:0:1395;173:0:18;187:0:38;210:0:45;215:0:17;278:0:14353;365:0:1127;104:1:536;134:1:705;149:1:393;190:1:1651;242:1:54;371:1:219;387:1:805;409:1:5838;414:1:59;430:1:182
folks|150:0:382;422:0:221;25:1:28
monica|253:0:95
microgravity|297:0:618
coast|100:0:514;136:0:514;278:0:128;3:0:514;367:0:988;44:0:514;471:0:514;114:1:120;181:1:514;260:1:114;263:1:514;272:1:148;300:1:514;373:1:121
8538|298:0:93660
8539|298:0:70633
12828|298:0:83502
12829|298:0:83505
12824|298:0:83490
8531|298:0:75112
8532|298:0:103271
08002|298:0:26262
8534|298:0:70618
8535|298:0:70621
12822|298:0:83484
12823|298:0:83487
chronological|138:0:26
50400|476:1:166
submittal|104:1:703
internationalized|278:0:13498;422:0:441
disco|236:1:150
24748|298:0:119270
bonded|475:0:39
architecture|137:0:107;138:0:246;143:0:182;157:0:329;185:0:24;220:0:9;278:0:2037;285:0:8;32:0:396;379:0:121;381:0:61;448:0:285;474:0:34;95:0:866;98:0:902;116:1:237;187:1:53;219:1:3513;248:1:55;272:1:12528;278:1:152;298:1:385;301:1:119;315:1:3739;325:1:80;355:1:6;371:1:165;38:1:63;428:1:425;440:1:47;491:1:2274;77:1:1
41bo3b3o111b3oboo|157:1:87
decides|147:0:1514;380:0:2036;253:1:242;82:1:2648
38k|149:0:181;57:0:157;139:1:2331;202:1:58
22649|298:0:112973
decided|278:0:15715
1304|298:0:102455;141:1:2796
22643|298:0:112955
22642|298:0:112952
06131|298:0:95274
22640|298:0:112946
22647|298:0:112967
22646|298:0:112964
22645|298:0:112961
subject|117:0:132;134:0:134;154:0:216;24:0:35;254:0:36;263:0:175;278:0:7773;292:0:47;300:0:39;363:0:26;365:0:368;380:0:749;418:0:4;435:0:8;462:0:1035;482:0:394;60:0:11;98:0:1478;11:1:76;114:1:927;151:1:81;178:1:228;25:1:457;272:1:7156;315:1:1532;34:1:490;350:1:32;356:1:34;359:1:55;395:1:36;404:1:37;409:1:7441;414:1:485;90:1:128;94:1:117;97:1:13;8:2:232
02|100:0:1004;136:0:1004;253:0:649;298:0:117754;3:0:1004;303:0:41;327:0:44;374:0:171;411:0:2842;420:0:56;435:0:16;44:0:1004;468:0:244;471:0:1004;495:0:34;52:0:869;60:0:27;75:0:171;110:1:230;117:1:11;141:1:324;181:1:1004;248:1:150;25:1:121;263:1:1004;271:1:94;300:1:1004;364:1:951;384:1:56;453:1:313;477:1:119;481:1:17;492:1:18;496:1:383;96:1:252
43k|122:0:169;139:1:2539;223:1:52
00|100:0:961;117:0:14;136:0:961;149:0:302;171:0:150;183:0:13;199:0:18;258:0:1226;263:0:1596;267:0:65;278:0:15501;280:0:478;3:0:961;303:0:45;32:0:149;320:0:471;33:0:150;338:0:150;367:0:997;402:0:442;408:0:150;44:0:961;446:0:97;471:0:961;483:0:150;495:0:94;57:0:175;116:1:257;138:1:18;145:1:319;148:1:150;155:1:42;174:1:18;181:1:961;190:1:834;200:1:18;208:1:150;216:1:18;263:1:961;271:1:192;272:1:12794;300:1:961;315:1:1048;321:1:18;353:1:252;356:1:26;359:1:67;364:1:604;365:1:18;418:1:9;453:1:290;477:1:21;483:1:21;491:1:1749;492:1:84;496:1:353;78:1:128;82:1:2840;86:1:150;21:2:262
01|108:0:106;112:0:106;12:0:106;120:0:589;124:0:106;15:0:106;151:0:106;156:0:47;180:0:106;193:0:106;209:0:106;226:0:106;23:0:106;235:0:106;240:0:106;253:0:631;278:0:15399;298:0:109380;30:0:106;302:0:106;306:0:106;327:0:24;336:0:106;337:0:32;347:0:106;354:0:106;367:0:901;374:0:55;376:0:106;378:0:106;405:0:106;421:0:106;435:0:17;447:0:106;463:0:106;486:0:106;495:0:137;499:0:106;5:0:129;51:0:106;52:0:1210;75:0:55;77:0:106;103:1:92;105:1:106;114:1:20;118:1:106;126:1:1789;142:1:23;146:1:106;157:1:7;168:1:106;189:1:106;197:1:106;207:1:106;213:1:106;233:1:106;246:1:106;247:1:106;254:1:106;266:1:106;271:1:186;276:1:186;277:1:106;284:1:106;3:1:106;302:1:106;315:1:3978;33:1:106;335:1:106;339:1:106;349:1:106;370:1:106;383:1:106;423:1:106;426:1:106;447:1:106;448:1:106;453:1:86;468:1:1273;476:1:106;477:1:145;489:1:106;491:1:1753;492:1:31;496:1:217;64:1:106;67:1:106;70:1:106;91:1:106;0:2:106
06|100:0:971;108:0:207;112:0:220;12:0:213;124:0:224;136:0:971;149:0:310;15:0:210;151:0:208;180:0:222;193:0:216;209:0:213;226:0:220;23:0:219;235:0:216;24:0:29;240:0:225;253:0:659;298:0:118702;3:0:971;30:0:211;302:0:211;306:0:207;327:0:79;336:0:210;345:0:320;347:0:207;354:0:216;376:0:205;378:0:219;405:0:213;410:0:235;421:0:217;431:0:254;44:0:971;447:0:218;463:0:208;471:0:971;486:0:216;499:0:225;51:0:208;52:0:751;77:0:217;86:0:54;105:1:207;118:1:206;132:1:132;141:1:1229;146:1:207;168:1:207;181:1:971;189:1:207;197:1:207;207:1:212;213:1:217;219:1:2119;233:1:219;238:1:133;246:1:217;247:1:216;254:1:222;263:1:971;266:1:217;277:1:210;278:1:16;284:1:213;3:1:210;300:1:971;302:1:219;33:1:210;335:1:216;339:1:216;349:1:222;370:1:207;383:1:213;423:1:205;426:1:208;447:1:216;448:1:208;453:1:35;471:1:39;476:1:215;477:1:127;481:1:62;489:1:217;492:1:36;496:1:117;64:1:214;67:1:214;70:1:214;91:1:217;0:2:214
07|100:0:279;101:0:52;108:0:199;112:0:212;12:0:205;124:0:216;136:0:279;149:0:252;15:0:202;151:0:200;180:0:214;186:0:47;191:0:184;193:0:208;209:0:205;226:0:212;23:0:211;235:0:208;240:0:217;253:0:568;267:0:62;298:0:117205;3:0:279;30:0:203;302:0:203;306:0:199;336:0:202;345:0:332;347:0:199;354:0:208;376:0:197;377:0:30;378:0:211;397:0:83;405:0:205;410:0:441;415:0:65;421:0:209;431:0:255;439:0:135;44:0:279;447:0:210;463:0:200;471:0:279;486:0:208;495:0:31;499:0:217;51:0:200;77:0:209;86:0:117;91:0:30;105:1:199;118:1:198;13:1:60;141:1:1297;146:1:199;168:1:199;181:1:279;189:1:199;197:1:199;207:1:204;213:1:209;219:1:2009;233:1:211;238:1:253;246:1:209;247:1:208;248:1:137;254:1:214;263:1:279;266:1:209;270:1:42;271:1:170;276:1:176;277:1:202;284:1:205;288:1:184;3:1:202;300:1:279;302:1:211;33:1:202;335:1:208;339:1:208;349:1:214;356:1:23;370:1:199;383:1:205;423:1:197;426:1:200;447:1:208;448:1:200;476:1:207;477:1:74;481:1:19;489:1:209;492:1:72;496:1:380;64:1:206;67:1:206;70:1:206;78:1:109;91:1:209;0:2:206;9:2:30
04|108:0:231;112:0:244;12:0:237;124:0:248;149:0:117;15:0:234;151:0:232;174:0:150;180:0:246;193:0:240;209:0:237;226:0:244;23:0:243;235:0:240;240:0:249;253:0:396;262:0:2;267:0:70;278:0:15483;298:0:117823;30:0:235;302:0:235;306:0:231;327:0:63;336:0:234;342:0:26;347:0:231;354:0:240;376:0:229;378:0:243;390:0:14;397:0:74;400:0:213;405:0:237;421:0:241;431:0:232;447:0:242;463:0:232;474:0:661;486:0:240;495:0:102;499:0:249;51:0:232;52:0:696;77:0:241;86:0:66;105:1:231;118:1:230;146:1:231;155:1:439;168:1:231;189:1:231;197:1:231;207:1:236;213:1:241;219:1:2650;233:1:243;238:1:121;246:1:241;247:1:240;254:1:246;266:1:241;272:1:12588;277:1:234;284:1:237;3:1:234;302:1:243;33:1:234;335:1:240;339:1:240;349:1:246;370:1:231;376:1:1;383:1:237;408:1:83;423:1:229;426:1:232;447:1:240;448:1:232;453:1:191;471:1:31;476:1:239;481:1:37;489:1:241;496:1:368;64:1:238;67:1:238;70:1:238;84:1:87;91:1:241;0:2:238;2:2:159
05|101:0:49;108:0:220;112:0:233;12:0:226;124:0:237;15:0:223;151:0:221;180:0:235;193:0:229;209:0:226;226:0:233;23:0:232;234:0:155;235:0:229;240:0:238;253:0:547;298:0:117913;30:0:224;302:0:224;306:0:220;336:0:223;347:0:220;354:0:229;365:0:811;376:0:218;378:0:232;399:0:20;405:0:226;410:0:24;420:0:50;421:0:230;431:0:213;447:0:231;448:0:15;463:0:221;485:0:76;486:0:229;495:0:114;499:0:238;51:0:221;52:0:264;77:0:230;103:1:95;105:1:220;118:1:219;141:1:922;146:1:220;168:1:220;189:1:220;197:1:220;207:1:225;213:1:230;214:1:27;233:1:232;238:1:264;246:1:230;247:1:229;254:1:235;266:1:230;277:1:223;284:1:226;3:1:223;302:1:232;315:1:1646;33:1:223;335:1:229;339:1:229;349:1:235;366:1:22;370:1:220;383:1:226;384:1:62;413:1:292;423:1:218;426:1:221;447:1:229;448:1:221;468:1:1278;476:1:228;489:1:230;496:1:76;64:1:227;67:1:227;70:1:227;8:1:167;91:1:230;0:2:227
08|100:0:351;101:0:44;108:0:194;112:0:207;12:0:200;120:0:125;124:0:211;136:0:351;149:0:110;15:0:197;151:0:195;156:0:65;158:0:12;180:0:209;193:0:203;209:0:200;213:0:46;226:0:207;23:0:206;235:0:203;240:0:212;253:0:516;278:0:5368;298:0:118630;3:0:351;30:0:198;302:0:198;306:0:194;336:0:197;337:0:24;341:0:181;342:0:77;345:0:319;347:0:194;354:0:203;376:0:192;378:0:206;405:0:200;415:0:69;420:0:44;421:0:204;431:0:243;439:0:230;44:0:351;447:0:205;463:0:195;471:0:351;486:0:203;495:0:127;499:0:212;51:0:195;77:0:204;86:0:128;105:1:194;118:1:193;124:1:281;142:1:17;146:1:194;151:1:61;168:1:194;181:1:351;189:1:194;197:1:194;207:1:199;213:1:204;217:1:18;233:1:206;238:1:263;246:1:204;247:1:203;25:1:291;254:1:209;263:1:351;266:1:204;270:1:30;271:1:173;277:1:197;284:1:200;288:1:322;3:1:197;300:1:351;302:1:206;309:1:46;33:1:197;335:1:203;339:1:203;349:1:209;370:1:194;383:1:200;384:1:68;388:1:98;423:1:192;426:1:195;434:1:276;447:1:203;448:1:195;451:1:19;453:1:316;471:1:43;476:1:202;481:1:48;489:1:204;496:1:278;64:1:201;67:1:201;70:1:201;91:1:204;0:2:201
09|100:0:970;108:0:251;112:0:264;12:0:257;122:0:200;124:0:268;136:0:970;149:0:317;15:0:254;151:0:252;180:0:266;193:0:260;209:0:257;226:0:264;23:0:263;235:0:260;240:0:269;253:0:536;254:0:25;278:0:5579;298:0:117253;3:0:970;30:0:255;302:0:255;306:0:251;32:0:143;336:0:254;337:0:63;347:0:251;354:0:260;374:0:167;376:0:249;378:0:263;390:0:17;397:0:44;405:0:257;421:0:261;431:0:263;439:0:232;44:0:970;447:0:262;463:0:252;471:0:970;482:0:524;486:0:260;495:0:163;499:0:269;51:0:252;75:0:167;77:0:261;86:0:120;105:1:251;118:1:250;13:1:51;146:1:251;168:1:251;181:1:970;187:1:102;189:1:251;197:1:251;207:1:256;212:1:66;213:1:261;223:1:101;233:1:263;238:1:241;246:1:261;247:1:260;254:1:266;263:1:970;266:1:261;271:1:158;277:1:254;284:1:257;3:1:254;300:1:970;302:1:263;33:1:254;335:1:260;336:1:26;339:1:260;349:1:266;364:1:605;366:1:25;370:1:251;383:1:257;423:1:249;426:1:252;428:1:895;445:1:288;447:1:260;448:1:252;453:1:345;471:1:42;476:1:259;477:1:133;481:1:98;489:1:261;492:1:30;496:1:350;64:1:258;67:1:258;70:1:258;91:1:261;0:2:258
kshemkalyani|219:1:3644
1305|298:0:72831;215:1:58
embroidery|479:0:166
simplest|258:0:579;411:0:1419;55:0:1405;126:1:1594;414:1:14
ux01|491:1:2961
triples|153:0:997;236:1:659
flagged|357:0:171
381|298:0:109206
382|298:0:99959
383|298:0:103358;490:1:80
384|120:0:536;298:0:112615;141:1:1553
385|298:0:97301
386|298:0:116596;296:1:178
387|298:0:114241
388|298:0:118426
389|166:0:298;286:0:922;298:0:98360;415:0:62;141:1:1554
unp|97:1:30
0s|258:0:684;126:1:1801
achkt99|219:1:3297
0w|332:1:0
against|147:0:997;208:0:176;221:0:92;235:0:175;254:0:393;258:0:1514;278:0:14480;292:0:457;355:0:35;365:0:1254;219:1:1714;272:1:10186;315:1:2346;409:1:4303;414:1:27;468:1:215
gotten|200:1:46
1307|298:0:23369;458:0:61
1076|298:0:87764
asplos|428:1:726;445:1:154
fnb|298:1:81
urls|254:0:378;278:0:14127;292:0:556;363:0:104;422:0:319;11:1:235;270:1:400;272:1:10274;350:1:68;356:1:162;404:1:159
5374|298:0:61137
0k|342:0:123;374:0:134;38:0:38;382:0:49;410:0:384;425:0:55;451:0:73;485:0:74;75:0:134;87:0:82;88:0:51;110:1:85;13:1:62;139:1:1380;477:1:129;496:1:346
1074|298:0:116980
0m|327:0:75;342:0:90;439:0:116;468:0:201;495:0:149;110:1:225;139:1:3510;381:1:57;453:1:148;472:1:29;496:1:316
3759|298:0:80792
3758|298:0:55550
1075|298:0:114736
3751|298:0:102752
5371|298:0:91154
3753|298:0:81518
3752|298:0:118054
3755|298:0:82865
3754|298:0:86594
3757|298:0:47646
height|137:0:225;179:0:85;403:0:97;52:0:6;69:0:417;126:1:3213
offerings|93:0:170;95:0:339
2191|298:0:45645
2192|298:0:74013;101:1:586
2193|298:0:69705
initiative|100:0:337;136:0:337;242:0:376;3:0:337;365:0:1028;44:0:337;471:0:337;181:1:337;263:1:337;300:1:337;409:1:2779;76:1:34
2195|298:0:106910;85:0:562
2196|298:0:116029
2197|298:0:102623
2198|298:0:74473
loaded|147:0:1070;24:0:233;462:0:168;82:1:2175
oegeom3ddotprod|9:0:121;250:1:48
1071|298:0:73311
san|26:0:269;263:0:1354;320:0:239;365:0:1453;380:0:333;48:0:141;204:1:206;280:1:704;409:1:7377
congruent|153:0:12;178:1:843
ogale|116:1:39
replicate|278:0:8511;272:1:10255
idok|323:1:333
657741672737|222:0:591
website|109:0:270;11:0:163;116:0:268;126:0:270;142:0:169;167:0:270;172:0:270;178:0:270;188:0:268;195:0:182;2:0:268;201:0:270;203:0:270;214:0:376;223:0:270;245:0:268;248:0:270;249:0:268;251:0:161;254:0:311;261:0:270;263:0:959;276:0:270;301:0:332;305:0:169;311:0:270;322:0:270;325:0:270;330:0:270;356:0:270;360:0:270;361:0:270;367:0:470;389:0:270;393:0:270;394:0:342;396:0:270;409:0:270;417:0:270;427:0:268;445:0:270;46:0:26;469:0:270;472:0:270;476:0:270;477:0:270;478:0:270;48:0:10;496:0:270;53:0:185;78:0:183;80:0:270;84:0:270;10:1:270;107:1:268;119:1:270;123:1:187;149:1:184;150:1:270;158:1:158;160:1:270;166:1:270;167:1:185;180:1:270;198:1:270;210:1:270;224:1:268;24:1:270;265:1:270;268:1:270;298:1:192;310:1:270;311:1:270;314:1:270;324:1:270;326:1:270;352:1:270;359:1:97;380:1:268;406:1:270;43:1:268;432:1:270;44:1:270;446:1:270;449:1:270;46:1:270;467:1:270;473:1:182;474:1:270;486:1:270;488:1:270;499:1:270;54:1:268;6:1:270;65:1:234;68:1:270;71:1:270;95:1:268;10:2:270;3:2:270;5:2:270
2046|298:0:83312
4812|298:0:76433
chun|474:0:583
1302|298:0:43032
apical|297:0:317
4817|298:0:87761
manifolds|153:0:881;364:1:732
chuy|219:0:231;29:0:231;144:1:231;201:1:231;206:1:231;235:1:231;342:1:231;438:1:231;439:1:231
indexaction|74:1:219
occam|286:0:293
docword|381:1:40
2041|298:0:111703
0792|298:0:99791
auction|185:1:47
0793|298:0:92925
0794|298:0:60995
0795|298:0:27487
2734|298:0:115927
2735|298:0:109566
2736|298:0:79787
2737|298:0:101801
2731|293:0:396;298:0:56273;285:1:663
2732|298:0:97979
2733|298:0:105903
09211|298:0:97529
datain|491:1:2032
2738|298:0:31257
2739|298:0:108318
0799|298:0:63648
mouse|150:0:738;200:0:49;208:0:93;297:0:999;403:0:127;465:0:304;482:0:428;134:1:64;253:1:2923;367:1:84
pasricha|379:0:395;40:0:23;376:1:26
make|10:0:108;104:0:117;105:0:117;109:0:155;11:0:126;114:0:117;116:0:153;118:0:117;123:0:117;126:0:155;128:0:117;130:0:117;134:0:44;135:0:117;141:0:124;142:0:126;143:0:125;144:0:117;150:0:813;154:0:729;161:0:124;163:0:117;165:0:124;167:0:155;172:0:155;176:0:854;178:0:155;18:0:124;181:0:117;188:0:153;192:0:117;195:0:126;196:0:117;2:0:153;201:0:155;203:0:155;21:0:124;210:0:6;214:0:52;215:0:39;217:0:117;218:0:117;223:0:155;224:0:124;225:0:124;228:0:124;231:0:124;236:0:117;239:0:117;241:0:124;242:0:334;245:0:153;246:0:117;248:0:155;249:0:153;251:0:126;256:0:117;258:0:67;26:0:124;261:0:155;263:0:1613;265:0:194;266:0:277;27:0:117;273:0:92;274:0:124;276:0:155;278:0:6132;279:0:117;28:0:117;280:0:228;281:0:117;282:0:117;283:0:117;286:0:62;287:0:24;288:0:117;291:0:117;292:0:197;294:0:117;299:0:117;301:0:63;305:0:126;308:0:117;311:0:155;312:0:117;313:0:117;314:0:117;315:0:123;320:0:54;322:0:155;323:0:91;324:0:26;325:0:155;328:0:117;330:0:155;331:0:117;34:0:117;344:0:124;346:0:117;350:0:338;352:0:21;355:0:232;356:0:155;360:0:155;361:0:155;364:0:117;365:0:164;367:0:794;369:0:124;370:0:131;373:0:117;380:0:2425;387:0:117;388:0:117;389:0:155;393:0:155;395:0:117;396:0:155;402:0:124;404:0:117;409:0:155;411:0:2472;414:0:117;417:0:155;422:0:1682;423:0:125;427:0:153;429:0:124;431:0:250;438:0:154;441:0:117;445:0:155;446:0:660;448:0:299;449:0:117;454:0:117;456:0:117;459:0:117;46:0:336;462:0:277;465:0:76;469:0:155;472:0:155;476:0:155;477:0:155;478:0:155;481:0:117;482:0:345;484:0:117;487:0:117;488:0:124;496:0:155;497:0:71;498:0:117;53:0:126;54:0:124;55:0:1093;59:0:117;6:0:124;61:0:117;65:0:117;69:0:882;7:0:117;70:0:117;72:0:124;78:0:126;80:0:155;81:0:41;84:0:155;92:0:211;93:0:125;95:0:303;99:0:124;10:1:155;100:1:117;102:1:117;104:1:1642;107:1:153;11:1:427;111:1:117;114:1:1350;119:1:155;120:1:329;123:1:126;125:1:117;126:1:971;129:1:117;134:1:328;136:1:124;140:1:117;141:1:4119;143:1:124;149:1:124;150:1:155;152:1:124;153:1:117;154:1:117;156:1:1735;158:1:126;159:1:117;16:1:117;160:1:155;162:1:194;163:1:117;164:1:117;166:1:155;167:1:126;177:1:117;178:1:453;18:1:117;180:1:155;188:1:124;190:1:971;192:1:117;194:1:124;198:1:155;199:1:117;200:1:1647;204:1:125;209:1:124;210:1:155;211:1:199;222:1:125;224:1:153;227:1:117;229:1:117;230:1:36;234:1:117;237:1:117;238:1:129;239:1:139;24:1:155;240:1:117;25:1:421;252:1:117;253:1:403;257:1:124;258:1:117;259:1:124;26:1:117;265:1:155;267:1:117;268:1:155;269:1:117;270:1:50;272:1:11327;279:1:117;28:1:117;281:1:117;282:1:117;286:1:117;29:1:117;290:1:124;293:1:117;295:1:117;296:1:150;301:1:120;304:1:117;31:1:117;310:1:155;311:1:155;313:1:372;314:1:155;316:1:387;318:1:117;320:1:117;322:1:124;324:1:155;326:1:155;334:1:117;337:1:117;343:1:880;346:1:117;348:1:117;352:1:155;353:1:139;36:1:117;362:1:1102;363:1:117;367:1:195;369:1:117;371:1:128;373:1:108;375:1:709;379:1:117;380:1:153;386:1:124;387:1:545;39:1:117;392:1:117;394:1:124;396:1:124;397:1:117;404:1:218;406:1:155;407:1:123;409:1:3602;410:1:117;411:1:396;416:1:1500;419:1:117;42:1:124;422:1:151;425:1:124;43:1:153;431:1:124;432:1:155;435:1:117;437:1:117;44:1:155;440:1:36;441:1:125;442:1:117;443:1:117;446:1:155;449:1:155;46:1:155;461:1:117;463:1:1399;466:1:117;467:1:155;468:1:1247;47:1:117;473:1:126;474:1:155;478:1:117;485:1:117;486:1:155;488:1:155;491:1:3312;499:1:155;52:1:117;53:1:117;54:1:153;56:1:117;6:1:155;65:1:126;66:1:117;68:1:155;69:1:117;71:1:155;80:1:117;82:1:2596;85:1:117;87:1:117;9:1:117;93:1:1732;95:1:153;10:2:155;13:2:124;15:2:117;16:2:124;21:2:139;3:2:155;5:2:155;6:2:117;7:2:117
thunquest|280:1:433
maka|367:0:656
unfortunate|131:0:374;446:0:806;104:1:1458;81:1:396
filtered|140:0:86;200:0:140;211:0:162;214:0:456;243:0:156;255:0:69;411:0:1094;479:0:189;141:1:4193;297:1:183;364:1:970;414:1:548;8:1:485;18:2:117
showing|153:0:674;176:0:767;258:0:1374;365:0:598;126:1:2681;141:1:2278;190:1:618;231:1:269;239:1:249;367:1:10;371:1:231;482:1:32;8:1:447
entitled|95:0:18;412:1:73
findknown|236:1:276
differing|345:1:53
kit|379:0:527
9762|298:0:78992
9763|298:0:89474
9760|298:0:74296
9761|298:0:74299
9766|298:0:118231
9767|298:0:74317
kim|107:0:21;381:0:209;219:1:3287;298:1:653;315:1:1031;327:1:96
9765|298:0:101627
9768|298:0:74320
9769|298:0:91772
opportunity|100:0:677;132:0:226;136:0:677;210:0:72;242:0:149;263:0:253;265:0:218;3:0:677;370:0:56;44:0:677;471:0:677;136:1:191;181:1:677;204:1:338;211:1:223;263:1:677;300:1:677;359:1:106;409:1:5727;429:1:193;81:1:362
24173|298:0:117545
24172|298:0:117542
24171|298:0:117539
24170|298:0:117536
24177|298:0:117557
24176|298:0:117554
24175|298:0:117551
24174|298:0:117548
10633|298:0:76917
24179|298:0:117563
24178|298:0:117560
materials|100:0:693;136:0:693;150:0:479;284:0:51;3:0:693;301:0:317;319:0:536;363:0:21;44:0:693;471:0:693;181:1:693;239:1:261;263:1:693;297:1:7;300:1:693;409:1:5881
endif|79:0:270;323:1:1192
movellan|301:0:442
03357|298:0:6584
protocol|147:0:174;154:0:1163;278:0:15303;292:0:42;320:0:210;365:0:136;380:0:2150;422:0:934;434:0:84;114:1:1498;195:1:548;219:1:3803;270:1:8;272:1:12602;298:1:485;399:1:18;77:1:7
infocom|219:1:4019
03359|298:0:91046
transforms|362:1:884
human|100:0:105;108:0:286;112:0:299;12:0:292;124:0:303;136:0:105;15:0:289;151:0:287;180:0:301;193:0:295;209:0:292;226:0:299;23:0:298;235:0:295;240:0:304;242:0:233;254:0:328;263:0:1388;278:0:16132;286:0:580;297:0:1001;3:0:105;30:0:290;301:0:595;302:0:290;306:0:286;315:0:230;336:0:289;347:0:286;354:0:295;376:0:284;378:0:298;405:0:292;421:0:296;422:0:1697;44:0:105;447:0:297;463:0:287;471:0:105;474:0:589;486:0:295;499:0:304;51:0:287;69:0:250;77:0:296;105:1:286;118:1:285;127:1:207;141:1:4110;146:1:286;168:1:286;181:1:105;189:1:286;195:1:371;197:1:286;200:1:488;207:1:291;213:1:296;219:1:2098;222:1:73;233:1:298;246:1:296;247:1:295;248:1:105;254:1:301;263:1:105;266:1:296;272:1:10690;277:1:289;284:1:292;3:1:289;300:1:105;302:1:298;315:1:3735;323:1:681;33:1:289;335:1:295;339:1:295;349:1:301;370:1:286;375:1:579;383:1:292;396:1:279;401:1:106;407:1:275;409:1:6830;423:1:284;426:1:287;447:1:295;448:1:287;476:1:294;489:1:296;64:1:293;65:1:169;67:1:293;70:1:293;91:1:296;0:2:293
46kb|474:0:606
character|278:0:14832;307:0:137;365:0:1040;380:0:909;422:0:1333;120:1:348;200:1:1463;272:1:9172;350:1:276;387:1:314;491:1:3404
coplanar|411:0:938
18453|298:0:100380
5808|298:0:118954
14131|298:0:87411
transcribed|127:1:214
14132|298:0:87414
1212661|486:0:277;447:1:277
14133|298:0:87417
reuse|100:0:697;136:0:697;3:0:697;44:0:697;471:0:697;76:0:190;95:0:1200;104:1:645;181:1:697;190:1:1975;200:1:1471;263:1:697;300:1:697;301:1:65;387:1:623
14134|298:0:87420
1190|495:1:84
18456|298:0:100389
19036|298:0:102129
